refid	reference
44259	19.Colborn T. and Clement C. Advances in modern environmental  toxicology.  Vol.  XXI.  Chemically‐induced  alterations  in  sexual  and  functional  development:  the  wildlife/human  connection,  Princeton Scientific Publishing Co. Inc, Princeton, NJ.=, 1992.    Biomed Environ Sci, 2011; 24(5): 569‐578  577
44259	20.Wine  RN,  Li  LH,  Barries  LH,  et  al.  A  variety  of  environmental  persistent chemicals, including some phthalate plasticizers are  weakly estrogenic. Environ Health Perspect, 1997; 107, 102‐7
44259	21.NTP‐CERHR  Expert  Panel  Report  on  Butyl  Benzyl  Phthalate.  NC‐National Toxicology Program.  Center  for  the  Evaluation  of  Risks  to  Human  Reproduction.  Research  Triangle  Park,  2000;  pp. 1‐37
44259	22.Shiota  K,  and  Nishimura  H.  Teratogenicity  of  di  (2‐ethylhexyl0phthalate and di‐n‐butyl phthalate (DBP) in mice.  Environ Health Perspect, 1982; 45, 65‐70
44259	23.Ema  M,  Amano  H,  Itami  T,  et  al.  Teratogenic  evaluation  of  di‐n‐butyl phthalate in rats. Toxicol Lett, 1993; 69, 197‐203
44259	24.Knudsen I, Hansen EV, Meyer OA, et al. A proposed method for  the simultaneous detection  of germ cell mutations  leading  to  foetal death  (dominant  lethality) and  of malformations  (male  teratogenicity). Mutat Res, 1977; 48, 267‐70
44259	25.Anderson  D,  Edwards  AJ,  and  Brinkworth  MH  et  al.  Male‐mediated F1 effects in mice exposed to 1,3‐butadiene. In:  Butadiene and Styrene: assessment of Health Hazards (Sorsa M,  Peltonen  K  Vainio  H  and  Hemminki  K,  Eds),  IARC  Scientific  Publications No. 127, Lyon, 1993; pp. 171‐81
44259	26.Kirk KM, and Lyon MF. Induction of congenital malformations  in the offspring of male mice treated with X‐rays at pre‐meiotic  and post‐meiotic stages. Mutat Res, 1984; 125, 75‐85
44259	27.Hossain  M,  Devi  PU  and  Bisht  KS.  Effect  of  prenatal  gamma  irradiation  during  the  late  fetal  period  on  the  postnatal  development of the mouse. Teratology, 1999; 59, 133‐38
44259	28.Searle AG, and Beechey CV. Sperm count, egg‐fertilization and  dominant lethality after X‐irradiation of mice. Mutat Res, 1974;  22, 69‐74
44259	29.Harrison  A  and  Moore  PC.  Reduction  in  sperm  count  and  increase in abnormal sperm in the mouse following X‐radiation  or injection of 22 Na. Health Physics, 1980; 39, 219‐24
44259	30.Working  PK, Bus  JS, and Hamm TE.  Jr.Reproductive effects  of  inhaled  methyl  chloride  in  the  male  Fisher  344  rat.  II.  Spermatogonial toxicity and sperm quality. Toxicol Appl Pharm,  1985; 77, 144‐57
44259	31.Wyrobek  AJ,  and  Bruce  WR.  Chemical  induction  of  sperm  abnormalities  in  mice.  Proc  Natl  Acad  Sci  USA,  1975;  72,  4425‐9
44259	32.Singh  NP,  Mc  Coy M,  Tice  RR,  et  al.  A  simple  technique  for  quantitation of low level of DNA damage in individual cells. Exp  Cell Res, 1988; 175, 184‐91
44259	33.Anderson  D,  Yu  TW,  Phillips  BJ  et  al.  The  effects  of  various  antioxidants  and  other  modifying  agents  on  oxygen‐radical‐generated  damage  in  human  lymphocytes  in  Comet assay. Mutat Res, 1994; 307, 261‐71
44259	34.Końca  K,  Lankoff  A,  Banasik  A,  et  al.  A  cross‐platform  public  domain PC image‐analysis program for comet assay. Mutat Res,  2003; 534, 15‐20
44259	35.Mylchreest  E, Wallace DG,  Cattley  RC,  et  al.  Dose‐dependent  alteration  in  androgen‐regulated  male  reproductive  development  in  rats  exposed  to  di(n‐butyl)phthalate  during  late gestation. Toxicol Sci, 2000; 55, 143‐51
44259	36.Mylchreest  E,  Sar  M,  Wallace  DC,  et  al.  Fetal  testosterone  insufficiency  and  abnormal  proliferation  of  Leydig  cells  and  gonocytes  in  rats  exposed  to  di(n‐butyl)  phthalate.  Reprod  Toxicol, 2002; 16, 19‐28
44259	37.Fisher JS, Macpherson S, Marchetti N, et al. Human “testicular  dysgenesis  syndrome”:  a  possible  model  using  in‐utero  exposure  of  the  rat  to  dibutyl  phthalate.  Human  Reprod,  2003;18, 1383‐94
44259	38.Mahood  IK,  Hallmark  N,  McKinnell  C,  et  al.  Abnormal  Leydig  cell  aggregation  in  the  fetal  testis  of  rats  exposed  to  di(n‐butyl)phthalate  and  its  possible  role  in  testicular   dysgenesis. Endocrinology , 2005; 146, 613‐23
44259	39.Harris CA, Henttu P, Parker MG, et al. The estrogenic activity of   phthalate esters  in vitro. Environ Health Perspect, 1997; 105,  802‐11
44259	40.Kavlock  R,  Boekelheide  K,  Chapin  R,  et  al.  NTP  Center  for  Evaluation  of Risk  to Human Reproduction:  phthalates expert  panel  report  on  the  reproductive  and  developmental  toxicity  of di‐n‐butyl phthalate. Reprod Toxicol, 2002; 16, 489‐527
44259	41.Fukuoto H, Tanimoto T, Zhou Y, et al. Mechanism of testicular  atrophy induced by di‐n‐butyl phthalate in rats. J Appl Toxicol,  1989; 9, 277‐89
44259	42.Heindel JJ, and Chapin RE.  Inhibition of FSH‐stimulated c‐AMP  accumulation  by  mono(2‐ethylhexyl)phthalate  in  primary  rat  Sertoli‐cell cultures. Toxicol Appl Pharmacol, 1989; 97, 372‐85
44259	43.Heindel JJ, and Powell CJ. Phthalate esters effects on rat Sertoli  cell function in vitro, effects of phthalatic side chain and age of  animal. Toxicol Appl Pharmacol, 1992; 115, 116‐23
44259	44.Foster  PMD,  Foster  JR,  Cook  MW,  et  al.  Changes  in  ultrastructure and cytochemical localization of zinc in rat testis  following  the  administration  of  di‐n‐pentyl  phthalate.  Toxicol  Appl Pharmacol, 1982; 63, 120‐32
44259	45.Hansson V, Jegou B, Attramadal H, et al. Regulation of Sertoli  cells  function  and  response.  In:  Recent  Advances  in  Male  Reproduction: Molecular Basis and Clinical Implications (Agata  RD,    Lipsett MB,    Polosa P  and    van der Molen HJ,, Eds),  .  Raven Press, New York, 1983; pp.53‐68
44259	46.Sanborn BM, Wagle JR, Steinberger A, et al. Sertoli cells as an  androgen  target.  In:  Recent  Advances  in Male  Reproduction:  Molecular Basis and Clinical Implications (Agata RD, Lipsett MB,  Polosa P and van der Molen HJ,, Eds), Raven Press, New York,  1983; pp.69‐78
44259	47.Bonde  JP,  and  Giwercman  A.  Occupational  hazard  to  male  fecundity. Reprod Med Rev, 1995; 4, 59‐73
44259	48.Sjoberg P, Lindqvist NG, and Ploen L. Age‐dependent response  of the rat testes to di(2‐ethylhexyl) phthalate. Environ. Health  Perspect, 1986; 65, 237‐42
44259	49.Mylchreest  E,  Cattley  RC,  and  Foster  P  M  D.  Disruption  of  androgen‐regulated  male  reproductive  development  by  di(n‐butyl)phthalate  during  late  gestation  in  rats  is  different  from flutomide. Toxicol Appl Pharmacol, 1999; 156, 81‐95
44259	50.Patel  R,  Wolf  G,  Rouselle  S,  et  al.  Reproductive  effects  of  di‐butyl phthalate  in  Sprague‐Dawley  rats when assessed  in a  multigeneration study. Toxicologist, 2001; 60, 385
44259	51.Ema  M,  Miyawaki  E,  and  Kawashima  K.  Effects  of  dibutyl  phthalate  on  reproductive  function  in  pregnant  and  pseudopregnant rats. Reprod Toxicol, 2000; 14, 13‐9
44259	52.McKee  RH,  Butala  JH,  David  RM,  et  al.  NTP  center  for  the  evaluation  of  risks  to  human  reproduction  reports  on  phthalates: Addressing the data gaps. Reprod Toxicol, 2004; 18,  1‐22
44259	53.McKinnell  C,  Sharpe  RM,  Mahood  K,  et  al.  Expression  of  insulin‐like  factor  3  protein  in  the  rat  testis  during  fetal  and  postnatal  development  and  in  relation  to  cryptochidism  induced  by  in  utero  exposure  to  di(n‐butyl)  phthalate.  Endocrinology, 2005; 146, 4536‐44
44259	54.Ema  M,  Kurosaka  R,  Amano  H,  et  al.  Comparative  developmental  toxicity  of  n‐butyl  benzyl  phthalate  and  di‐n‐butyl phthalate in rats. Arch Environ Contam Toxicol, 1995;  28,223‐8
44259	55.Ema  M,  Harazono  A,  Miyawaki  E,  et  al.  Embryo  lethality  following maternal exposure to dibutyl phthalate during early  pregnancy  in  rats.  Bull  Environ  Contam  Toxicol,  1997;  58,  636‐43
44259	56.Ema M, Miyawaki E, and Kawashima  K.  Further evaluation  of  developmental  toxicity  of  di‐n‐butyl  phthalate  following    578  Biomed Environ Sci, 2011; 24(5): 569‐578   administration during late pregnancy in rats. Toxicol Lett, 1998;  98, 87‐93
44259	57.Dobrzyńska  MM,  Tyrkiel  EJ,  Hernik  A,  et  al.  The  effects  of  dibityl phthalate (DBP) on somatic and germ cells of laboratory  mice. Ann Natl Inst Hyg, 2009; 60, 317‐24
44259	58.Wyrobek AJ, Schrader SM, Perreault SD, et al.  Assessment  of  reproductive disorders and  birth  defects  in communities  near  hazardous  chemical  sites.  III.  Guidelines  for  field  studies  of  male reproductive disorders. Reprod Toxicol, 1997; 11, 243‐59
44259	59.James WJ. Offspring sex ratios of birth as markers of paternal  endocrine disruption. Environ Res, 2006; 100, 77‐85
44259	60.Salazar V, Castillo C, Ariznavarrete C, et al. Effect of oral intake  of dibutyl phthalate on reproductive parameters of Long Evans   rats  and  pre‐pubertal  development  of  their  offspring.  Toxicology, 2004; 205, 131‐7
44259	61.Lee  KY,  Shibutani  M,  Takagi  H,  et  al.  Diverse  developmental  toxicity  of  di‐n‐butyl  phthalate  in  both  sexes  of  rat  offspring  after  maternal  exposure  during  the  period  from  gestation  through lactation. Toxicology, 2004; 203, 221‐38
44344	1 Kuehn BM. Panel advises tougher limits on  lead exposure. JAMA 307, 445 (2012
44344	2 Bellinger DC. Teratogen update: lead and  pregnancy. Birth Defects Res. A Clin. Mol.  Teratol. 73, 409–420 (2005
44344	3 Sanders T, Liu Y, Buchner V, Tchounwou  PB. Neurotoxic effects and biomarkers of  lead exposure: a review. Rev. Environ. Health  24, 15–45 (2009
44344	4 White LD, Cory-Slechta DA, Gilbert ME  et al. New and evolving concepts in the  neurotoxicology of lead. Toxicol. Appl.  Pharmacol. 225, 1–27 (2007
44344	5 Wu J, Basha MR, Brock B et al. Alzheimer’s  disease (AD)-like pathology in aged  monkeys after infantile exposure to  environmental metal lead (Pb): evidence for  a developmental origin and environmental  link for AD. J. Neurosci. 28, 3–9 (2008).  n  Demonstrated that epigenetic mechanisms  may mediate the increased susceptibility to  Alzheimer’s disease-like pathology  following developmental exposure to   lead (Pb
44344	6 Mazumdar M, Xia W, Hofmann O et al.  Prenatal lead levels, plasma amyloid b levels,  and gene expression in young adulthood.  Environ. Health Perspect. 120, 702–707  (2012
44344	7 Guilarte TR, Opler M, Pletnikov M. Is lead  exposure in early life an environmental risk  factor for Schizophrenia? Neurobiological  connections and testable hypotheses.  Neurotoxicology 33, 560–574 (2011
44344	8 Basha MR, Wei W, Bakheet SA et al. The  fetal basis of amyloidogenesis: exposure to  lead and latent overexpression of amyloid  precursor protein and b-amyloid in the  aging brain. J. Neurosci. 25, 823–829  (2005).  n  Established that developmental exposure to  Pb is associated with a delayed  overexpression of the amyloid precursor  protein, a protein involved in Alzheimer’s  disease
44344	9 Hernberg S. Lead poisoning in a historical  perspective. Am. J. Ind. Med. 38, 244–254  (2000
44344	10 Bellinger DC. The protean toxicities of lead:  new chapters in a familiar story. Int. J.  Environ. Res. Public Health 8, 2593–2628  (2011
44344	11 Goyer RA. Transplacental transport of lead.  Environ. Health Perspect. 89, 101–105  (1990
44344	12 Surkan PJ, Zhang A, Trachtenberg F, Daniel  DB, McKinlay S, Bellinger DC.  Neuropsychological function in children  with blood lead levels <10 microg/dl.  Neurotoxicology 28, 1170–1177 (2007
44344	13 Yuan W, Holland SK, Cecil KM et al. The  impact of early childhood lead exposure on  brain organization: a functional magnetic  resonance imaging study of language  function. Pediatrics 118, 971–977 (2006
44344	14 Wright JP, Dietrich KN, Ris MD et al.  Association of prenatal and childhood blood  lead concentrations with criminal arrests in  early adulthood. PLoS Med. 5, e101 (2008
44344	15 Nigg JT, Nikolas M, Mark Knottnerus G,  Cavanagh K, Friderici K. Confirmation and  extension of association of blood lead with  attention-deficit/hyperactivity disorder  (ADHD) and ADHD symptom domains at  population-typical exposure levels. J. Child  Psychol. Psychiatry 51, 58–65 (2010
44344	16 Braun JM, Kahn RS, Froehlich T, Auinger  P, Lanphear BP. Exposures to environmental  toxicants and attention deficit hyperactivity  disorder in U.S. children. Environ. Health  Perspect. 114, 1904–1909 (2006
44344	17 Brubaker CJ, Schmithorst VJ, Haynes EM  et al. Altered myelination and axonal  integrity in adults with childhood lead  exposure: a diffusion tensor imaging study.  Neurotoxicology 30, 867–875 (2009
44344	18 Cecil KM, Brubaker CJ, Adler CM et al.  Decreased brain volume in adults with  childhood lead exposure. PLoS Med. 5, e112  (2008
44344	19 Stokes L, Letz R, Gerr F et al. Neurotoxicity  in young adults 20 years after childhood  exposure to lead: the Bunker Hill  experience. Occup. Environ. Med. 55, 507– 516 (1998
44344	20 Rahman A, Brew BJ, Guillemin GJ. Lead  dysregulates serine/threonine protein  phosphatases in human neurons.  Neurochem. Res. 36, 195–204 (2011
44344	21 Bellinger DC. Lead. Pediatrics 113,   1016–1022 (2004
44344	22 Jedrychowski W, Perera F, Jankowski J et al.  Gender specific differences in  neurodevelopmental effects of prenatal  exposure to very low-lead levels: the  prospective cohort study in three-year olds.  Early Hum. Dev. 85, 503–510 (2009
44344	23 Verina T, Rohde CA, Guilarte TR.  Environmental lead exposure during early  life alters granule cell neurogenesis and  morphology in the hippocampus of young  adult rats. Neuroscience 145, 1037–1047  (2007
44344	24, 15–45 (2009).  4 White LD, Cory-Slechta DA, Gilbert ME  et al. New and evolving concepts in the  neurotoxicology of lead. Toxicol. Appl.  Pharmacol. 225, 1–27 (2007).  5 Wu J, Basha MR, Brock B et al. Alzheimer’s  disease (AD)-like pathology in aged  monkeys after infantile exposure to  environmental metal lead (Pb): evidence for  a developmental origin and environmental  link for AD. J. Neurosci. 28, 3–9 (2008).  n  Demonstrated that epigenetic mechanisms  may mediate the increased susceptibility to  Alzheimer’s disease-like pathology  following developmental exposure to   lead (Pb).  6 Mazumdar M, Xia W, Hofmann O et al.  Prenatal lead levels, plasma amyloid b levels,  and gene expression in young adulthood.  Environ. Health Perspect. 120, 702–707  (2012).  7 Guilarte TR, Opler M, Pletnikov M. Is lead  exposure in early life an environmental risk  factor for Schizophrenia? Neurobiological  connections and testable hypotheses.  Neurotoxicology 33, 560–574 (2011).  8 Basha MR, Wei W, Bakheet SA et al. The  fetal basis of amyloidogenesis: exposure to  lead and latent overexpression of amyloid  precursor protein and b-amyloid in the  aging brain. J. Neurosci. 25, 823–829  (2005).  n  Established that developmental exposure to  Pb is associated with a delayed  overexpression of the amyloid precursor  protein, a protein involved in Alzheimer’s  disease.  9 Hernberg S. Lead poisoning in a historical  perspective. Am. J. Ind. Med. 38, 244–254  (2000).  10 Bellinger DC. The protean toxicities of lead:  new chapters in a familiar story. Int. J.  Environ. Res. Public Health 8, 2593–2628  (2011).  11 Goyer RA. Transplacental transport of lead.  Environ. Health Perspect. 89, 101–105  (1990).  12 Surkan PJ, Zhang A, Trachtenberg F, Daniel  DB, McKinlay S, Bellinger DC.  Neuropsychological function in children  with blood lead levels <10 microg/dl.  Neurotoxicology 28, 1170–1177 (2007).  13 Yuan W, Holland SK, Cecil KM et al. The  impact of early childhood lead exposure on  brain organization: a functional magnetic  resonance imaging study of language  function. Pediatrics 118, 971–977 (2006).  14 Wright JP, Dietrich KN, Ris MD et al.  Association of prenatal and childhood blood  lead concentrations with criminal arrests in  early adulthood. PLoS Med. 5, e101 (2008).  15 Nigg JT, Nikolas M, Mark Knottnerus G,  Cavanagh K, Friderici K. Confirmation and  extension of association of blood lead with  attention-deficit/hyperactivity disorder  (ADHD) and ADHD symptom domains at  population-typical exposure levels. J. Child  Psychol. Psychiatry 51, 58–65 (2010).  16 Braun JM, Kahn RS, Froehlich T, Auinger  P, Lanphear BP. Exposures to environmental  toxicants and attention deficit hyperactivity  disorder in U.S. children. Environ. Health  Perspect. 114, 1904–1909 (2006).  17 Brubaker CJ, Schmithorst VJ, Haynes EM  et al. Altered myelination and axonal  integrity in adults with childhood lead  exposure: a diffusion tensor imaging study.  Neurotoxicology 30, 867–875 (2009).  18 Cecil KM, Brubaker CJ, Adler CM et al.  Decreased brain volume in adults with  childhood lead exposure. PLoS Med. 5, e112  (2008).  19 Stokes L, Letz R, Gerr F et al. Neurotoxicity  in young adults 20 years after childhood  exposure to lead: the Bunker Hill  experience. Occup. Environ. Med. 55, 507– 516 (1998).  20 Rahman A, Brew BJ, Guillemin GJ. Lead  dysregulates serine/threonine protein  phosphatases in human neurons.  Neurochem. Res. 36, 195–204 (2011).  21 Bellinger DC. Lead. Pediatrics 113,   1016–1022 (2004).  22 Jedrychowski W, Perera F, Jankowski J et al.  Gender specific differences in  neurodevelopmental effects of prenatal  exposure to very low-lead levels: the  prospective cohort study in three-year olds.  Early Hum. Dev. 85, 503–510 (2009).  23 Verina T, Rohde CA, Guilarte TR.  Environmental lead exposure during early  life alters granule cell neurogenesis and  morphology in the hippocampus of young  adult rats. Neuroscience 145, 1037–1047  (2007).  24 Zimmer B, Kuegler PB, Baudis B et al.  Coordinated waves of gene expression  during neuronal differentiation of   embryonic stem cells as basis for novel  approaches to developmental neurotoxicity  testing. Cell Death Differ. 18, 383–395  (2011
44344	25 Stansfield KH, Pilsner JR, Lu Q, Wright  RO, Guilarte TR. Dysregulation of BDNF– TrkB signaling in developing hippocampal  neurons by Pb(2+): implications for an  environmental basis of neurodevelopmental  disorders. Toxicol. Sci. 127, 277–295 (2012).  n  Shows the role of Pb exposure on the  phosphorylation and expression of MeCP2  in embryonic hippocampal neurons during  synaptogenesis
44344	26 Schneider J, Anderson D, Talsania K, Mettil  W, Vadigepalli R. Effects of developmental  lead exposure on the hippocampal  transcriptome: influences of sex,  developmental period, and lead exposure  level. Toxicol. Sci. 129(1), 108–125 (2012
44344	27 Neal AP, Guilarte TR. Molecular  neurobiology of lead (Pb(2+)): effects on  synaptic function. Mol. Neurobiol. 42,   151–160 (2010
44344	28 He T, Hirsch HV, Ruden DM, Lnenicka  GA. Chronic lead exposure alters  presynaptic calcium regulation and synaptic  facilitation in Drosophila larvae.  Neurotoxicology 30, 777–784 (2009
44344	29 Altmann L, Gutowski M, Wiegand H.  Effects of maternal lead exposure on  functional plasticity in the visual cortex and  hippocampus of immature rats. Brain Res.  Dev. Brain Res. 81, 50–56 (1994
44344	30 Schneider JS, Anderson DW, Sonnenahalli  H, Vadigepalli R. Sex-based differences in  gene expression in hippocampus following  postnatal lead exposure. Toxicol. Appl.  Pharmacol. 256, 179–190 (2011
44344	31 Leasure JL, Giddabasappa A, Chaney S  et al. Low-level human equivalent  gestational lead exposure produces sex- specific motor and coordination  abnormalities and late-onset obesity in year- old mice. Environ. Health Perspect. 116,  355–361 (2008
44344	32 McCarthy MM, Arnold AP. Reframing  sexual differentiation of the brain. Nat.  Neurosci. 14, 677–683 (2011
44344	33 Chetty CS, Vemuri MC, Reddy GR,  Suresh C. Protective effect of 17-b-estradiol  in human neurocellular models of lead  exposure. Neurotoxicology 28, 396–401  (2007
44344	34 Vahter M, Akesson A, Liden C, Ceccatelli S,  Berglund M. Gender differences in the  disposition and toxicity of metals. Environ.  Res. 104, 85–95 (2007
44344	35 Zhang SC, Wernig M, Duncan ID, Brustle  O, Thomson JA. In vitro differentiation of     www.futuremedicine.com 673future science group  Epigenetics of early-life lead exposure & effects on brain development Review  673www.futuremedicine.com  transplantable neural precursors from  human embryonic stem cells. Nat.  Biotechnol. 19, 1129–1133 (2001
44344	36 Marchetto MC, Winner B, Gage FH.  Pluripotent stem cells in neurodegenerative  and neurodevelopmental diseases. Hum.  Mol. Genet. 19, R71–R76 (2010
44344	37 Lujan E, Chanda S, Ahlenius H, Sudhof  TC, Wernig M. Direct conversion of mouse  fibroblasts to self-renewing, tripotent neural  precursor cells. Proc. Natl Acad. Sci. USA  109, 2527–2532 (2012
44344	38 Pang ZP, Yang N, Vierbuchen T et al.  Induction of human neuronal cells by  defined transcription factors. Nature 476,  220–223 (2011
44344	39 Moore LD, Le T, Fan G. DNA methylation  and its basic function.  Neuropsychopharmacology doi:10.1038/ npp.2012.112 (2012) (Epub ahead of print
44344	40 Bannister AJ, Kouzarides T. Regulation of  chromatin by histone modifications. Cell  Res. 21, 381–395 (2011
44344	41 Esteller M. Non-coding RNAs in human  disease. Nat. Rev. Genet. 12, 861–874  (2011
44344	42 Barlow DP. Genomic imprinting: a  mammalian epigenetic discovery model.  Annu. Rev. Genet. 45, 379–403 (2011
44344	43 Brockdorff N. Chromosome silencing  mechanisms in X-chromosome inactivation:  unknown unknowns. Development 138,  5057–5065 (2011
44344	44 Tahiliani M, Koh KP, Shen Y et al.  Conversion of 5-methylcytosine to  5-hydroxymethylcytosine in mammalian  DNA by MLL partner TET1. Science 324,  930–935 (2009).  n  Demonstrated the in vitro conversion of  5-methylcytosine to 5-hydroxymethylcytosine  by TET1 in mammalian DNA
44344	45 Feng J, Fouse S, Fan G. Epigenetic  regulation of neural gene expression and  neuronal function. Pediatr. Res. 61,  58R–63R (2007
44344	46 Murgatroyd C, Spengler D. Genetic  variation in the epigenetic machinery and  mental health. Curr. Psychiatry Rep. 14,  138–149 (2012
44344	47 Jobe EM, McQuate AL, Zhao X. Crosstalk  among epigenetic pathways regulates  neurogenesis. Front. Neurosci. 6, 59 (2012
44344	48 Li E, Bestor TH, Jaenisch R. Targeted  mutation of the DNA methyltransferase  gene results in embryonic lethality. Cell 69,   915–926 (1992).  nn  Key study that demonstrated that DNA  methylation is crucial for mammalian  development
44344	49 Li H, Zhong X, Chau KF, Williams EC,  Chang Q. Loss of activity-induced  phosphorylation of MeCP2 enhances  synaptogenesis, LTP and spatial memory.  Nat. Neurosci. 14, 1001–1008 (2011
44344	50 Hirabayashi Y, Gotoh Y. Epigenetic control  of neural precursor cell fate during  development. Nat. Rev. Neurosci. 11, 377– 388 (2010
44344	51 Szulwach KE, Li X, Li Y et al. 5-hmC- mediated epigenetic dynamics during  postnatal neurodevelopment and aging. Nat.  Neurosci. 14, 1607–1616 (2011).  n  Demonstrated the importance of  5-hydroxymethylcytosine in brain  development and neurological   disorders
44344	52 Tsankova N, Renthal W, Kumar A, Nestler  EJ. Epigenetic regulation in psychiatric  disorders. Nat. Rev. Neurosci. 8, 355–367  (2007
44344	53 Nakashima K, Yanagisawa M, Arakawa H  et al. Synergistic signaling in fetal brain by  STAT3-Smad1 complex bridged by p300.  Science 284, 479–482 (1999
44344	54 Marin-Husstege M, Muggironi M, Liu A,  Casaccia-Bonnefil P. Histone deacetylase  activity is necessary for oligodendrocyte  lineage progression. J. Neurosci. 22,   10333–10345 (2002
44344	55 Hsieh J, Nakashima K, Kuwabara T, Mejia  E, Gage FH. Histone deacetylase inhibition- mediated neuronal differentiation of  multipotent adult neural progenitor cells.  Proc. Natl Acad. Sci. USA 101, 16659–16664  (2004
44344	56 Im HI, Kenny PJ. MicroRNAs in neuronal  function and dysfunction. Trends Neurosci.  35, 325–334 (2012
44344	57 Weaver IC, Cervoni N, Champagne FA  et al. Epigenetic programming by maternal  behavior. Nat. Neurosci. 7, 847–854 (2004
44344	58 Gupta S, Kim SY, Artis S et al. Histone  methylation regulates memory formation.  J. Neurosci. 30, 3589–3599 (2010
44344	59 Cheng TF, Choudhuri S, Muldoon-Jacobs  K. Epigenetic targets of some toxicologically  relevant metals: a review of the literature. J.  Appl. Toxicol. 32(9), 643–653 (2012
44344	60 Fragou D, Fragou A, Kouidou S, Njau S,  Kovatsi L. Epigenetic mechanisms in metal  toxicity. Toxicol. Mech. Methods 21, 343–352  (2011
44344	61 Martinez-Zamudio R, Ha HC.  Environmental epigenetics in metal  exposure. Epigenetics 6, 820–827 (2011
44344	62 Hou L, Zhang X, Wang D, Baccarelli A.  Environmental chemical exposures and  human epigenetics. Int. J. Epidemiol. 41,  79–105 (2012
44344	63 Pilsner JR, Hu H, Ettinger A et al. Influence  of prenatal lead exposure on genomic  methylation of cord blood DNA. Environ.  Health Perspect. 117, 1466–1471 (2009).  nn  Provided the first demonstration that  gestational exposure to maternal Pb can  modify the fetal epigenome in humans
44344	64 Canfield RL, Henderson CR Jr, Cory- Slechta DA, Cox C, Jusko TA, Lanphear BP.  Intellectual impairment in children with  blood lead concentrations below 10 microg  per deciliter. N. Engl. J. Med. 348, 1517– 1526 (2003
44344	65 Lanphear BP, Hornung R, Khoury J et al.  Low-level environmental lead exposure and  children’s intellectual function: an  international pooled analysis. Environ.  Health Perspect. 113, 894–899 (2005
44344	66 Wright RO, Schwartz J, Wright RJ et al.  Biomarkers of lead exposure and DNA  methylation within retrotransposons.  Environ. Health Perspect. 118, 790–795  (2010
44344	67 Hanna CW, Bloom MS, Robinson WP et al.  DNA methylation changes in whole blood is  associated with exposure to the  environmental contaminants, mercury, lead,  cadmium and bisphenol A, in women  undergoing ovarian stimulation for IVF.  Hum. Reprod. 27, 1401–1410 (2012
44344	68 Kovatsi L, Georgiou E, Ioannou A et al. p16  promoter methylation in Pb2+-exposed  individuals. Clin. Toxicol. 48, 124–128  (2010
44344	69 Waly M, Olteanu H, Banerjee R et al.  Activation of methionine synthase by  insulin-like growth factor-1 and dopamine:  a target for neurodevelopmental toxins and  thimerosal. Mol. Psychiatry 9, 358–370  (2004
44344	70 Arai Y, Ohgane J, Yagi S et al. Epigenetic  assessment of environmental chemicals  detected in maternal peripheral and cord  blood samples. J. Reprod. Dev. 57, 507–517  (2011
44344	71 Barker DJ. The fetal and infant origins of  adult disease. BMJ 301, 1111 (1990
44344	72 Bihaqi SW, Huang H, Wu J, Zawia NH.  Infant exposure to lead (Pb) and epigenetic  modifications in the aging primate brain:  implications for Alzheimer’s disease.  J. Alzheimers Dis. 27, 819–833 (2011
44344	73 Dosunmu R, Alashwal H, Zawia NH.  Genome-wide expression and methylation  profiling in the aged rodent brain due to  early-life Pb exposure and its relevance to  aging. Mech. Ageing Dev. 133, 435–443  (2012).  n  Shows that developmental exposure to Pb  alters the expression of aging-related genes     Epigenomics (2012) 4(6)674 future science group  Review Senut, Cingolani, Sen et al. accordingly to their DNA methylation  status
44344	74 Chia N, Wang L, Lu X, Senut MC, Brenner  C, Ruden DM. Hypothesis: environmental  regulation of 5-hydroxymethylcytosine by  oxidative stress. Epigenetics 6, 853–856  (2011
44344	75 Daxinger L, Whitelaw E. Transgenerational  epigenetic inheritance: more questions than  answers. Genome Res. 20, 1623–1628  (2010
44344	76 Kim Y, Kim BN, Hong YC et al.   Co-exposure to environmental lead and  manganese affects the intelligence of  school-aged children. Neurotoxicology 30,  564–571 (2009
45054	1. Schmidt-Nielsen K, Haines HB, Hackel  DB: Diabetes mellitus in the sand rat induced  by standard laboratory diets. Science 143:689,  I964
45054	2. Hummel KO, Dickie MM, Coleman DL:   Diabetes, a new mutation in the mouse. Science  153:1127, 1966
45054	3. Butler L: The inheritance of diabetes in   the Chinese hamster. Diabetologia 3: 124, 1967
45054	4. Butler L, Gerritsen CC: A comparison of   the modes of inheritance of diabetes in the  Chinese hamster and the KK mouse. Dia-  betologia 6: 163, 1970
45054	5. Spergel G, Levy LJ, Goldner MG:  Glucose intolerance in the progeny of rats  treated with single subdiabetogenic dose of  alloxan. Metabolism 20:401, 1971
45054	6. Goldner MCI, Spergel G: On the transmis-  sion of alloxan diabetes and other diabetogenic  influences in Levine, Luft, (eds): Advances in   Metabolic Disorders, vol. 6. New York,  Academic Press, 1972, p 57
45054	7. Okamoto K: Apparent transmission of  factors to offspring by animals with experimen-  tal diabetes, in Liebell BS, Wrenshell GA (eds):  On the Nature and Treatment of Diabetes.  Amsterdam. Excerpta Medica Foundation,  1965
45054	8. Baranov VG, Sokoloverova IM: Experi-  mental model of latent diabetes mellitus in  rats and factors promoting transition to overt  diabetes. Fed Proc Trans Suppl 25:1, Part II,  T 55, 1966     OVERT DIABETES 1319
